epoch,reward_sum,sgen_1,sgen_2,sgen_3,sgen_4,sgen_5,sgen_6,sgen_7,sgen_8,sgen_9,sgen_10,sgen_11,sgen_12,sgen_13,sgen_14,sgen_15,sgen_16,sgen_17,sgen_18,sgen_19,sgen_20,sgen_21,sgen_22,sgen_23,sgen_24,sgen_25,sgen_26,sgen_27,sgen_28,sgen_29,sgen_30,sgen_31,sgen_32,sgen_33,sgen_34,sgen_35,sgen_36,sgen_37,sgen_38,sgen_39,sgen_40,sgen_41,sgen_42,sgen_43,sgen_44,sgen_45,sgen_46,sgen_47,sgen_48,sgen_49,sgen_50,sgen_51,sgen_52,sgen_53,sgen_54,sgen_55,sgen_56,sgen_57,sgen_58,sgen_59,sgen_60,sgen_61,sgen_62,sgen_63,sgen_64,sgen_65,sgen_66,sgen_67,sgen_68,sgen_69,sgen_70,sgen_71,sgen_72,sgen_73,sgen_74,sgen_75,sgen_76,sgen_77,sgen_78,sgen_79,sgen_80,sgen_81,sgen_82,sgen_83,sgen_84,sgen_85,sgen_86,sgen_87,sgen_88,sgen_89,sgen_90,sgen_91,sgen_92,sgen_93,sgen_94,sgen_95,sgen_96,sgen_97,sgen_98,sgen_99,sgen_100,sgen_101,sgen_102,sgen_103,sgen_104,sgen_105,sgen_106,sgen_107,sgen_108,sgen_109,sgen_110,sgen_111,sgen_112,sgen_113,sgen_114,sgen_115,sgen_116,sgen_117,sgen_118,sgen_119,sgen_120
0,-93.94929615431606,0.035925998389720916,0.03546294720470906,0.11709098058938981,0.0028021875545382498,0.0007522838562726975,0.062416093144565823,0.14378891080617903,0.000645003855228424,0.13885957404971122,0.0019103206396102904,0.13055443999171257,0.09873757341504098,0.008253247529268265,0.024213962584733965,0.11256580889225007,0.0057136513441801064,0.005051785171031952,0.0531546388939023,0.05200548422336579,0.005505505830049514,0.18771716982126235,0.10564418770372867,0.00382786912843585,0.0008285897821187973,0.004854083999991416,0.10959909290075302,0.09711455233395098,0.12193670600652694,0.18306306779384612,0.0033883172031491994,0.0012969692498445511,0.1657574638724327,0.08394832622259854,0.09971916459500789,0.0200532928109169,0.06724220851436256,0.09077092289924621,0.11309853091835975,0.004196117408573627,0.11834977157413959,0.0021523593217134475,0.05800175607204437,0.11498067185282707,0.006424826338887214,0.025679470151662824,0.0021429220065474507,3.145429491996765e-05,0.0026982616335153578,1.518532633781433e-06,0.0010623824000358581,0.0050530946254730225,0.032269210517406464,0.07540457380004227,0.0016487159579992295,0.0016300129890441896,0.0007857272177934646,0.0010536896288394926,0.001479690819978714,0.039246646463871,0.14068643301725386,0.028797111511230468,0.022132740020751954,0.010391511917114259,0.011454264819622039,0.09885597467422486,0.06150900805741549,0.0035078559555113313,0.1319085168838501,0.06637494951486587,0.1535439968109131,0.0408146172016859,0.03481128439307213,0.04846784718334674,0.09677578546106815,0.00507233989238739,0.04639426854252816,0.11853976327180864,0.12382132306694983,0.13931416660547255,0.06515647992491722,0.1298697152733803,0.003469835808500647,0.008913651376962662,0.1253575465977192,0.029985044926404955,0.058847198553383356,0.031470916837453844,0.014874283194541931,0.03209951066970825,0.0036744922958314415,0.07118303583003581,0.000115114226937294,0.004515493743121624,0.07846122814714909,0.004402960188686847,0.1637391546368599,0.02189360344409943,0.0027376335002481937,0.006154956802725792,0.12176038137078286,0.006384310632944107,0.0739281963929534,0.10507946088910101,0.0007303370982408524,0.006269403994083405,0.0006652389466762543,0.044013795703649515,0.042926342487335206,0.1809820356965065,0.1806393390893936,0.24077871009707452,0.012418153882026672,0.06605827420949936,0.08787748217582703,0.08379894196987152,0.03773761034011841,1.7113294512033463,0.21672711133956907,0.8246284574270248,0.4348072990775108
1,-132.6561750898192,0.03592599902840363,0.035462947501619595,0.11709098132923834,0.0028021881516091226,0.0007522841306325794,0.06241609345904683,0.1437889116170335,0.0006450045688759535,0.138859574622292,0.001910320908742696,0.1305544401888928,0.09873757405268607,0.008253248500916332,0.024213963194429755,0.11256580982877372,0.005713652034927189,0.005051785414859474,0.05315463912432665,0.05200548452297049,0.005505506488678485,0.18771717023349954,0.10564418805636266,0.003827869755375698,0.0008285901465682834,0.004854084536379348,0.10959909310453927,0.09711455261611564,0.1219367060443316,0.18306306789787577,0.003388318100074142,0.0012969695258470476,0.16575746407422262,0.08394832662361716,0.09971916529664318,0.02005329375853297,0.06724220876972878,0.09077092332510596,0.11309853103338867,0.0041961176484857496,0.118349771683191,0.002152360165139496,0.058001756881635426,0.11498067247542092,0.006424827115706533,0.025679470155566927,0.0021429223199088423,3.1455217117041356e-05,0.0026982622928952422,1.519295307546854e-06,0.0010623832922258972,0.0050530948197445875,0.03226921147563892,0.07540457412865646,0.001648716722462952,0.0016300131635442676,0.000785727245557487,0.0010536899769288599,0.0014796916409003137,0.03924664746242556,0.14068643324671903,0.02879711185744348,0.0221327401476416,0.010391512850915045,0.011454264853869378,0.09885597541695636,0.06150900858455034,0.003507856334888331,0.13190851719664753,0.06637495026588414,0.15354399722219808,0.04081461752319072,0.034811284716384026,0.048467847955523155,0.09677578638746973,0.005072340011296153,0.04639426874827767,0.11853976346526893,0.1238213239767781,0.13931416686610443,0.06515648070513304,0.12986971606264122,0.0034698360310427244,0.008913651771049358,0.12535754717974099,0.0299850453352047,0.05884719863267962,0.031470917243629576,0.0148742838752352,0.03209951098929138,0.003674492548943877,0.07118303620741007,0.00011511503601679206,0.004515493913758129,0.07846122877815509,0.004402961119158685,0.16373915563645244,0.02189360415169971,0.0027376336748027503,0.006154957647358387,0.12176038224867837,0.006384310904323682,0.07392819724600687,0.10507946160315333,0.000730337225317359,0.00626940454470063,0.0006652393476053774,0.044013796589964446,0.04292634275410682,0.18098203661280124,0.18063933925643996,0.24077871014053762,0.012418154062841058,0.06605827436021883,0.08787748245468616,0.08379894248046156,0.03773761051303655,1.7113294514340363,0.21672711196549557,0.8246284582157154,0.43480729959881864
2,-132.21298921136363,0.035925999434565314,0.035462947596276925,0.11709098224416312,0.0028021885559236554,0.000752284658203451,0.062416094284218744,0.14378891220564652,0.0006450051698585898,0.1388595746630009,0.0019103214515925496,0.13055444115964174,0.09873757500127889,0.008253248696626992,0.02421396343256092,0.11256581075377245,0.005713652051356554,0.005051786220046372,0.053154639879004394,0.05200548531309222,0.005505507417024017,0.18771717091289214,0.10564418879566062,0.0038278700761542467,0.0008285906660293582,0.004854085464559715,0.10959909406550342,0.09711455291011471,0.1219367061940261,0.1830630685608112,0.0033883188036460876,0.0012969696094479262,0.16575746442009953,0.08394832726457378,0.09971916570736351,0.02005329444113886,0.06724220966838267,0.09077092415516474,0.1130985317153004,0.004196117742752671,0.11834977256523754,0.0021523607019991614,0.058001757003503705,0.11498067287894642,0.006424827792360574,0.02567947068679332,0.002142923279300615,3.1455390374124054e-05,0.002698263010642096,1.5196741274148226e-06,0.0010623839606678485,0.005053095133148924,0.03226921175326577,0.07540457416089485,0.0016487175875540077,0.0016300139898961486,0.0007857275964471995,0.0010536908125862478,0.0014796920968038437,0.03924664797513281,0.14068643381632542,0.028797112636114328,0.022132740184197187,0.010391513273235948,0.011454264958839923,0.09885597544622075,0.06150900948403164,0.0035078568664930086,0.13190851736841197,0.06637495057363339,0.1535439974414723,0.04081461765016715,0.03481128513047969,0.048467848791039485,0.09677578685700734,0.005072340122059822,0.046394268948666134,0.11853976410326032,0.12382132481414686,0.13931416777891228,0.06515648072809498,0.12986971607907014,0.003469836041060358,0.008913652483023308,0.12535754725729062,0.02998504629884083,0.058847199009311894,0.03147091749936688,0.014874284688183427,0.03209951123255957,0.003674493521943748,0.07118303709297398,0.00011511536125178635,0.004515494356776901,0.07846122925203168,0.004402961821151212,0.16373915610307857,0.021893604392500866,0.0027376342985408527,0.006154957955043167,0.12176038304813565,0.006384311235536769,0.07392819736915382,0.1050794622486283,0.0007303382008599043,0.006269404734155633,0.0006652402560548782,0.04401379727469921,0.04292634350153735,0.18098203727936782,0.18063933966463228,0.24077871040005783,0.01241815505571422,0.0660582748300305,0.08787748248820301,0.08379894266282074,0.0377376108190725,1.7113294521406517,0.2167271121853041,0.8246284591789568,0.4348072997464227
3,-131.008540397821,0.03592599963246254,0.03546294809927391,0.11709098245366448,0.0028021887367107715,0.0007522849372761083,0.06241609429657956,0.1437889129715429,0.000645005887245074,0.13885957528562654,0.001910321712470561,0.1305544414287093,0.0987375750925097,0.008253249154331874,0.024213963929324768,0.11256581172295664,0.005713653018391132,0.005051787056101501,0.05315464075931365,0.0520054860949341,0.005505508078216762,0.18771717159312007,0.10564418978927738,0.00382787102384375,0.0008285916570349577,0.004854085948504414,0.10959909446446003,0.09711455311238638,0.12193670630619126,0.1830630693251982,0.0033883192614279052,0.0012969705718993245,0.16575746505938393,0.0839483278775361,0.09971916612501217,0.020053294874461572,0.0672422098473489,0.09077092433583801,0.11309853197160977,0.004196118189730201,0.11834977298297006,0.002152360973840687,0.05800175720118105,0.11498067381047046,0.006424828282630713,0.025679471621936043,0.0021429237027107326,3.1456361084878454e-05,0.002698263867188528,1.520283488534391e-06,0.001062384435755655,0.005053095336619094,0.03226921225375471,0.07540457454441817,0.0016487178144445715,0.0016300140846825244,0.0007857280689748711,0.001053691104515001,0.0014796925135027242,0.039246648108726696,0.14068643441320514,0.02879711284136662,0.022132740470669283,0.010391514095017613,0.011454265815721391,0.09885597547533458,0.061509009845272355,0.0035078577780343514,0.13190851778567703,0.06637495127930813,0.1535439976316483,0.04081461796376539,0.034811285226389786,0.04846784931210581,0.09677578725587745,0.005072340977357895,0.04639426990386684,0.11853976419825776,0.12382132579755212,0.13931416800329313,0.06515648160596935,0.1298697164508086,0.0034698369264375265,0.008913652556980572,0.1253575477697338,0.029985046465540267,0.05884719971118716,0.03147091806570135,0.014874285586138873,0.032099511597389545,0.0036744936173716187,0.07118303803754789,0.00011511543567200005,0.00451549485429572,0.07846122948814949,0.004402962332660137,0.16373915648798482,0.021893605222410607,0.0027376351150910777,0.0061549583894581796,0.12176038396788764,0.006384311423203424,0.07392819827466919,0.10507946306111315,0.0007303385475919098,0.006269404755153574,0.0006652405976892412,0.04401379806169012,0.04292634440198475,0.18098203826536519,0.18063933987041914,0.24077871078281943,0.012418155969781488,0.06605827580113394,0.08787748313404192,0.08379894305114882,0.037737611323547075,1.711329452748799,0.21672711316620208,0.824628459792723,0.43480730021834507
4,-132.86925659664732,0.03592600011835581,0.03546294851476915,0.11709098266001945,0.002802189680387571,0.0007522854263312157,0.06241609520873551,0.1437889135045862,0.0006450061368550808,0.1388595756296674,0.0019103223288086725,0.13055444190851997,0.09873757556895328,0.008253249361003172,0.024213964871951245,0.11256581195007999,0.005713653339216396,0.005051788039821983,0.05315464078419427,0.052005486214869494,0.005505508184169025,0.18771717193575532,0.10564419052038419,0.0038278718728222694,0.0008285919938958678,0.00485408604262289,0.10959909453418623,0.09711455355838666,0.12193670720648112,0.18306306939019099,0.003388319602031659,0.0012969715636439022,0.16575746584165738,0.08394832831503285,0.09971916612605956,0.02005329533220098,0.0672422099780764,0.09077092446009576,0.11309853234833281,0.004196118601656791,0.11834977372691449,0.0021523614163895992,0.058001758091098275,0.11498067426468801,0.006424828525894464,0.025679472026397202,0.0021429240712677834,3.145719021001459e-05,0.0026982643161500243,1.5212301004752518e-06,0.0010623854206212608,0.0050530957286527905,0.032269212575633366,0.07540457530988766,0.001648717953832477,0.0016300142220155597,0.0007857289371700174,0.0010536914391083864,0.0014796933354658853,0.0392466483989421,0.14068643528103755,0.02879711310598001,0.022132740905139444,0.010391514705596731,0.011454266274414057,0.09885597609369923,0.06150900994720491,0.0035078586139829677,0.13190851871647916,0.0663749520356217,0.15354399859515647,0.040814618911085045,0.03481128551977934,0.048467849353315835,0.09677578740888665,0.005072341552076162,0.04639427002942542,0.1185397650924712,0.12382132648900888,0.13931416800875915,0.06515648229478417,0.12986971719915932,0.003469837724655598,0.008913652905725634,0.12535754832046847,0.029985046839968704,0.058847200059512175,0.03147091864156493,0.01487428618619783,0.03209951238964131,0.0036744941169552315,0.07118303813911908,0.0001151163123140186,0.004515495639611204,0.07846122999079852,0.0044029632910133,0.16373915718476598,0.021893605670641313,0.0027376357682222796,0.006154959363876909,0.12176038445828656,0.006384311856455654,0.07392819922075375,0.10507946363141077,0.0007303389805103243,0.006269405485745169,0.0006652413528487385,0.04401379881210449,0.04292634513145938,0.1809820385906721,0.1806393401123878,0.24077871122740427,0.012418156406284504,0.06605827634508274,0.0878774838325163,0.08379894393912192,0.037737612085299174,1.711329453381195,0.2167271134096132,0.8246284600108069,0.4348073005813545
5,-133.49991990663563,0.035926000471280486,0.0354629492229422,0.11709098277740851,0.002802190628819808,0.000752285477606618,0.062416096116287456,0.1437889141781037,0.000645006829590574,0.1388595762100522,0.0019103227131583985,0.13055444238503877,0.09873757606751464,0.008253249375721168,0.02421396548426989,0.11256581199727834,0.005713653416696385,0.005051788338688479,0.05315464118735145,0.052005486411814385,0.0055055082676577875,0.18771717279065422,0.10564419092986617,0.003827872533554196,0.000828592773688266,0.004854086048734005,0.1095990953010038,0.09711455453555957,0.12193670789433399,0.18306307003427427,0.00338832024098153,0.001296972358672261,0.16575746665109928,0.08394832909180532,0.09971916624609638,0.02005329625400091,0.06724221087328043,0.0907709250827712,0.11309853327326785,0.004196119169362921,0.11834977393267289,0.002152362226043388,0.05800175812909013,0.11498067476869163,0.006424828986762089,0.025679472912122848,0.0021429247997995014,3.1458090835034857e-05,0.002698264920299716,1.5215321149751545e-06,0.0010623857344664333,0.005053095925117031,0.032269213176130546,0.07540457626408152,0.0016487183259791132,0.0016300151589711904,0.0007857291917769946,0.0010536919395572138,0.0014796937229683022,0.039246648993955156,0.14068643547341048,0.028797113694674654,0.022132741647976725,0.010391515203919408,0.011454267220736855,0.09885597674544744,0.06150901032150056,0.0035078593187072497,0.13190851964467482,0.06637495227616974,0.1535439986002268,0.040814619494458845,0.034811285606954026,0.04846784963352804,0.09677578826638035,0.0050723416039161395,0.046394270298252605,0.11853976539689519,0.12382132649990274,0.13931416883559253,0.06515648327087561,0.12986971749129333,0.0034698381870892974,0.008913653513735553,0.12535754920534073,0.029985047524626992,0.058847200994425634,0.03147091906927869,0.014874286642400847,0.03209951320553538,0.003674494881815891,0.0711830387158894,0.00011511635508240758,0.0045154963007059444,0.07846123041502738,0.004402963535370945,0.16373915769150355,0.021893606020786608,0.0027376364023309423,0.006154959604664028,0.12176038459761206,0.006384312688766748,0.07392819985775556,0.10507946426140392,0.0007303397748076022,0.0062694055781309975,0.000665242184238136,0.044013799244017146,0.042926345932527865,0.1809820386076696,0.18063934017194463,0.24077871124586284,0.01241815667269031,0.06605827686396425,0.08787748469481371,0.08379894425839803,0.037737612359111584,1.7113294542280824,0.2167271140670425,0.8246284607613091,0.43480730118017846
6,-132.09511909351616,0.035926000965109825,0.03546294956532751,0.11709098334234708,0.0028021914099424327,0.0007522862450949784,0.062416096455095216,0.14378891490601933,0.0006450069085730167,0.1388595769803358,0.0019103232387684152,0.1305544431451524,0.09873757652531222,0.008253249510717046,0.02421396578329496,0.11256581232751829,0.005713653599628911,0.005051788759669126,0.05315464122881721,0.052005487297534604,0.005505508686571197,0.1877171733583087,0.10564419162957113,0.003827872558236271,0.0008285935088087413,0.004854086149009581,0.10959909625644151,0.09711455479585747,0.12193670856614552,0.18306307087020351,0.003388321206503551,0.0012969731020964232,0.16575746734020208,0.08394833007317976,0.0997191665105688,0.020053296390603072,0.0672422117162264,0.09077092600028817,0.11309853398298061,0.004196119411258299,0.1183497747751503,0.002152362649092793,0.05800175869847363,0.11498067560764239,0.006424829244031383,0.02567947308717552,0.0021429254367567145,3.145908164423705e-05,0.0026982657735707236,1.5217454552277924e-06,0.0010623858231809734,0.0050530967759621,0.032269214139480425,0.07540457649520861,0.0016487186498218473,0.001630015411058843,0.0007857301110244728,0.0010536927434269977,0.0014796946242774348,0.03924664914066072,0.1406864355337956,0.02879711383241172,0.02213274248533496,0.010391516128568616,0.011454267313665265,0.09885597705237344,0.06150901115227317,0.0035078593975976626,0.13190852035435383,0.06637495291008275,0.15354399945213254,0.040814619572577794,0.034811286329396667,0.04846785013003959,0.09677578900711732,0.005072341971701802,0.046394270799435255,0.11853976623953871,0.12382132728454776,0.13931416885529277,0.06515648341037174,0.1298697182284284,0.003469838759934719,0.00891365357240375,0.12535755001692522,0.02998504841684263,0.058847201190634704,0.03147091952570902,0.01487428724682568,0.03209951393225464,0.0036744954817094833,0.0711830393260442,0.00011511691523083299,0.004515496342170899,0.07846123088123337,0.004402963536984681,0.1637391577881001,0.021893606232602232,0.002737637329809822,0.0061549597387755214,0.12176038477190751,0.006384312786635697,0.07392820030489405,0.10507946442391843,0.0007303401961155162,0.0062694058083300665,0.0006652431014787854,0.044013799609818674,0.04292634650718105,0.18098203895764542,0.18063934081175714,0.24077871148173965,0.012418157391211666,0.06605827704651018,0.08787748543049075,0.08379894489494069,0.037737612814759694,1.711329455141687,0.21672711426666094,0.8246284611383756,0.43480730150774277
7,-132.19907541645497,0.03592600109073064,0.035462950325317155,0.11709098425425633,0.002802191804863348,0.0007522869089060213,0.06241609681450006,0.1437889154785242,0.0006450078564713748,0.13885957715026953,0.0019103238672521577,0.13055444349329492,0.09873757734815392,0.008253249749110859,0.0242139666078078,0.11256581317464436,0.005713653851421088,0.005051789236471967,0.05315464160899144,0.05200548813384284,0.005505509657112019,0.18771717396725124,0.10564419239768993,0.003827872795467019,0.0008285936529478523,0.0048540861562874574,0.10959909629841028,0.0971145552916044,0.1219367094667819,0.18306307091606178,0.0033883221616904245,0.0012969738135218617,0.1657574678425493,0.08394833056781068,0.09971916745973196,0.02005329639358402,0.06724221217555487,0.09077092693033192,0.11309853449027694,0.004196120124683995,0.11834977485582354,0.002152363241371385,0.05800175873938125,0.11498067608035549,0.006424829532048,0.025679474030714574,0.0021429259447446384,3.145928115352989e-05,0.0026982665644755136,1.5222724094893786e-06,0.0010623867047695216,0.005053097124302969,0.03226921434227534,0.07540457687308258,0.0016487186602184769,0.0016300163207025825,0.000785730404614333,0.0010536934174966703,0.001479695168534554,0.03924664926619546,0.14068643571222852,0.0287971146437297,0.022132742616562246,0.010391516981005903,0.011454268208660327,0.0988559777328492,0.06150901160370361,0.003507859721934832,0.13190852043675236,0.0663749537248772,0.15354399979975514,0.040814620544440315,0.03481128669736204,0.048467850743349875,0.09677578910893052,0.005072342881853641,0.04639427152408005,0.11853976628237257,0.12382132769171653,0.13931416951446277,0.06515648378242055,0.12986971855338467,0.003469839202124845,0.008913654301013207,0.12535755079272093,0.029985048833067064,0.05884720169263542,0.031470920262848284,0.014874287858648203,0.03209951487862095,0.0036744954866426917,0.07118303963812474,0.00011511736761933565,0.004515496935061177,0.07846123091889584,0.004402964030288968,0.16373915875983097,0.02189360697649207,0.002737637946590386,0.006154960157038465,0.1217603852697807,0.006384313206329979,0.07392820031822252,0.10507946463387445,0.0007303407218591274,0.006269406300266476,0.0006652435854704568,0.04401379998725228,0.042926346899343173,0.1809820393282533,0.18063934084036054,0.24077871227434977,0.012418157777596339,0.06605827784715068,0.08787748560096992,0.08379894509148242,0.03773761292649295,1.7113294552933274,0.2167271150323083,0.8246284615330294,0.4348073023849967
8,-131.50183895980717,0.035926001762266756,0.035462951079321424,0.11709098453925493,0.0028021920683248933,0.0007522875216801997,0.0624160970536108,0.14378891572882474,0.0006450083014315853,0.13885957721532136,0.001910324590756969,0.13055444429460186,0.09873757821856194,0.008253249910055887,0.024213967043806055,0.11256581358406123,0.005713654020319223,0.005051789351067797,0.05315464193508292,0.05200548875999151,0.005505510293173613,0.1877171746646051,0.10564419308570233,0.0038278730477365403,0.0008285937012196574,0.004854086768525753,0.10959909635737239,0.09711455628965139,0.12193670975703709,0.18306307179464418,0.00338832269330383,0.0012969747705556746,0.1657574681417822,0.08394833145997467,0.09971916772291461,0.02005329694891743,0.06724221243895566,0.0907709270527273,0.11309853489912275,0.004196120702908036,0.11834977547508888,0.002152363820400498,0.05800175898335692,0.11498067661511874,0.0064248302107465256,0.025679474196638408,0.0021429268303067603,3.146010418808461e-05,0.002698266860013447,1.5227872149012986e-06,0.0010623867532724735,0.005053097409841271,0.03226921512530287,0.07540457712393675,0.0016487192310920204,0.0016300173041811285,0.0007857305448881424,0.0010536942381557713,0.0014796956750264534,0.039246649918935866,0.14068643588230106,0.028797115435236317,0.022132743172064127,0.010391517413688909,0.011454268559826128,0.09885597843250461,0.06150901254637568,0.0035078603365493338,0.1319085209566893,0.06637495379173594,0.1535440001506943,0.04081462089669803,0.03481128671842778,0.048467851046427674,0.09677578957036352,0.00507234381917593,0.046394271831182346,0.11853976712014914,0.12382132846050743,0.13931416992301252,0.06515648446738671,0.12986971951148882,0.0034698392559617567,0.008913654573174393,0.12535755107311744,0.02998504924773595,0.05884720218824759,0.031470921028109215,0.014874288337658885,0.03209951584809643,0.00367449576897468,0.07118304058044425,0.00011511768004709482,0.004515497747963539,0.07846123120571269,0.004402964821496997,0.16373915932344488,0.02189360698803466,0.0027376383544020725,0.0061549609764296855,0.12176038591157032,0.006384314073746778,0.07392820072176823,0.10507946478657375,0.0007303408741761745,0.006269406380522222,0.0006652437483129093,0.044013800142435264,0.042926347314890756,0.18098203945053057,0.18063934100871512,0.24077871228512734,0.012418158436491026,0.06605827869646633,0.08787748659046093,0.08379894598859913,0.03773761363356856,1.711329455720122,0.21672711594094057,0.8246284616583418,0.43480730329225675
9,-131.11531646137823,0.03592600210388315,0.03546295182547615,0.11709098549310472,0.0028021922042568022,0.0007522883818347093,0.062416097452459414,0.14378891579787786,0.0006450085199988971,0.1388595772177973,0.001910325054263839,0.13055444529330623,0.09873757916633161,0.008253250849436592,0.024213967256710954,0.11256581379320525,0.005713654621049016,0.005051789487713204,0.053154642488650865,0.052005489308992174,0.005505510448279919,0.18771717495310525,0.10564419378705496,0.003827873544195145,0.0008285939819661173,0.004854087667516712,0.10959909645862703,0.09711455639729673,0.12193671002720169,0.1830630724332972,0.0033883228229543635,0.0012969756963573094,0.1657574688775467,0.08394833202144027,0.09971916796782405,0.02005329773011304,0.06724221251393532,0.0907709272744961,0.11309853550310549,0.0041961216123719185,0.11834977549758531,0.002152364545945487,0.058001759754402575,0.11498067744612285,0.006424830620525828,0.025679475116077575,0.0021429271412715532,3.146032040745021e-05,0.002698267289974793,1.5227896028123798e-06,0.0010623871501530852,0.005053097480826022,0.03226921525475915,0.07540457739489918,0.0016487194912373567,0.0016300176219037768,0.0007857305954295433,0.0010536942731740962,0.0014796963955382326,0.039246650787608896,0.14068643616758772,0.02879711630734382,0.02213274411980486,0.010391517695231478,0.011454269194841899,0.09885597940149007,0.06150901318796425,0.0035078608079833888,0.13190852166876,0.0663749547111697,0.1535440002926068,0.04081462158203155,0.03481128684934792,0.048467851179186616,0.09677579032458547,0.00507234459007469,0.0463942727903714,0.11853976718980462,0.12382132927852944,0.13931417011885777,0.06515648467051809,0.1298697199182344,0.003469839814576804,0.008913654981006778,0.12535755167482468,0.029985049642868744,0.0588472026607956,0.031470921868876775,0.014874289053134726,0.03209951587512239,0.0036744962529159666,0.07118304129292935,0.0001151177476989627,0.004515498303536816,0.07846123186023786,0.004402964866663519,0.163739160036132,0.02189360722851991,0.002737638731193542,0.0061549611611897495,0.12176038639412777,0.006384314077286906,0.07392820104878711,0.10507946511413975,0.0007303418278075755,0.0062694072556048345,0.0006652440809595177,0.04401380107724331,0.04292634830074088,0.18098203967457058,0.1806393417594315,0.24077871301625778,0.012418159266184045,0.06605827916370567,0.08787748710504673,0.08379894606950516,0.037737613751701184,1.711329456688459,0.21672711692998559,0.8246284625856884,0.434807303917578
