episode,total_reward
165,-4.148089662170677
166,-4.153389993701905
167,-4.112421763757274
168,-4.119312120620155
169,-4.136000611431559
170,-4.104367954089424
171,-4.170030645912415
172,-4.116865513350365
173,-4.160206371540019
174,-4.141664298504317
175,-4.113358836699243
176,-4.121393178424648
177,-4.096603635803895
178,-4.128182770975894
179,-4.138457796784557
180,-4.097044808967289
181,-4.12994677541031
182,-4.115996398983517
183,-4.122616565548007
184,-4.125299105494877
185,-4.169238512077615
186,-4.133912834474144
187,-4.091544469100436
188,-4.141803095334041
189,-4.145935608348195
190,-4.17018890801324
191,-4.137596284260246
192,-4.144173070374588
193,-4.149624184833199
194,-4.119838580827998
195,-4.1139243288174825
196,-4.095396520874003
197,-4.136527879807456
198,-4.152503375068502
199,-4.107051290432071
200,-4.147558832744398
201,-4.122792121041581
202,-4.150571721666399
203,-4.1596045143297165
204,-4.1130852121170465
205,-4.111186394870016
206,-4.158125348542312
207,-4.094802750174326
208,-4.129173503459522
209,-4.076878969832826
210,-4.110290587327164
211,-4.116951102660858
212,-4.143810506932591
213,-4.133758526235261
214,-4.156836425412884
215,-4.143279090648649
216,-4.133023949372446
217,-4.140686649990114
218,-4.120693194023044
219,-4.169593200406326
220,-4.1237704077281485
221,-4.159065884972145
222,-4.085416341967588
223,-4.133158491934795
224,-4.090587619702437
225,-4.1121246695870814
226,-4.087536272634674
227,-4.114243823727451
228,-4.1253029822294955
229,-4.16230641531364
230,-4.14288382303042
231,-4.1360005543376674
232,-4.110490698055894
233,-4.1566122864991195
234,-4.148239529977196
235,-4.1533626767803575
236,-4.143657006492913
237,-4.19799833783995
238,-4.155399420377303
239,-4.178251646019697
240,-4.138269709909009
241,-4.098958408755676
242,-4.149639719920576
243,-4.117758304598047
244,-4.115468490924837
245,-4.115710410083965
246,-4.138157018223204
247,-4.126500748358754
248,-4.138168780705193
249,-4.152403513505426
250,-4.122783174338293
251,-4.106606190214192
252,-4.115437843456085
253,-4.120812322377992
254,-4.144339337573088
255,-4.097411856664362
256,-4.118793635895843
257,-4.111589140836269
258,-4.0852729589541745
259,-4.150310075796359
260,-4.114722918024676
261,-4.103135297103526
262,-4.146263577503427
263,-4.1614379310193454
264,-4.124453561861603
265,-4.114245241108748
266,-4.138558509895149
267,-4.1737123144121835
268,-4.15073984933231
269,-4.1289238391193335
270,-4.1225619321589235
271,-4.1336911423528315
272,-4.151129003551919
273,-4.124824743469558
274,-4.081324275472797
275,-4.127518307352107
276,-4.14702759093125
277,-4.121569567950649
278,-4.162597237701694
279,-4.1614137515559575
280,-4.16119915917141
281,-4.128826634452217
282,-4.116599916593739
283,-4.093335885634528
284,-4.12703469468031
285,-4.135881601934997
286,-4.132974862904198
287,-4.144967384176317
288,-4.129282253921565
289,-4.13892713516276
290,-4.110720075838884
291,-4.170589926142956
292,-4.173155020422391
293,-4.145813063784304
294,-4.154536147001689
295,-4.116488977675948
296,-4.144167951542302
297,-4.135849817378407
298,-4.114083313310026
299,-4.139960536877235
300,-4.147283097264688
301,-4.157147864467202
302,-4.108509143624451
303,-4.102234391726434
304,-4.169082233465806
305,-4.128312048894467
306,-4.144588691733956
307,-4.14812653655714
308,-4.117175017098842
309,-4.0722885630666035
310,-4.1199343611369565
311,-4.094102523025824
312,-4.147321499064091
313,-4.105948629644432
314,-4.1355001537381755
315,-4.173581858948889
316,-4.118186558302343
317,-4.138276797123204
318,-4.112385784846666
319,-4.148442992321837
320,-4.1488771407591365
321,-4.145337156665281
322,-4.0689088704189365
323,-4.139783182708402
324,-4.094698333755269
325,-4.1134254821007
326,-4.173295327926333
327,-4.141000307077524
328,-4.144896328022901
329,-4.154238214736701
330,-4.140614423138062
331,-4.155681953142755
332,-4.1565218358359495
333,-4.122077172621771
334,-4.153949127367326
335,-4.1576499702754415
336,-4.157001701746727
337,-4.1073808655010735
338,-4.144554157326556
339,-4.16456137609569
340,-4.128970779144971
341,-4.123743100676887
342,-4.147203467250325
343,-4.129382651214677
344,-4.127894649208451
345,-4.1403069574557865
346,-4.1563981907698455
347,-4.1405873376320095
348,-4.108947778267055
349,-4.113120665708088
350,-4.126221920377114
351,-4.1643339276249804
352,-4.1384336528742995
353,-4.154097807520337
354,-4.133472537552398
355,-4.113629084199342
356,-4.169397161040049
357,-4.158216532592469
358,-4.126949729465336
359,-4.121194712958761
360,-4.110011443631862
361,-4.127548190464011
362,-4.14629378430267
363,-4.107485593366175
364,-4.12267424816521
365,-4.114714451967167
366,-4.174044880703926
367,-4.108204764916776
368,-4.104377746056623
369,-4.149436512501001
370,-4.136645099649046
371,-4.139628925754634
372,-4.1476724489503525
373,-4.186262259713859
374,-4.11574320980063
375,-4.127837067426238
376,-4.122559292239464
377,-4.117308553535839
378,-4.084825248600952
379,-4.166268736250308
380,-4.137322066326034
381,-4.105048654822582
382,-4.143216232872229
383,-4.091860349353594
384,-4.103920447163009
385,-4.124104312950998
386,-4.12854254364474
387,-4.142235184377473
388,-4.124404043720056
389,-4.143681678844093
390,-4.113254971525919
391,-4.140122641636054
392,-4.162249371286288
393,-4.134217767204424
394,-4.172576314138221
395,-4.1129487061290115
396,-4.101504360408525
397,-4.139450703883455
398,-4.124947996060973
399,-4.115142619450751
400,-4.129659744688131
401,-4.135601975310964
402,-4.143687673152926
403,-4.10986746712978
404,-4.138344602074029
405,-4.12896832371061
406,-4.130342905377668
407,-4.087197362553719
408,-4.123944138647727
409,-4.129575972414548
410,-4.11480716229006
411,-4.123927961449942
412,-4.123796256739963
413,-4.13857552278971
414,-4.15234799512499
415,-4.170402388572277
416,-4.130577771241229
417,-4.118249185231394
418,-4.139235069458957
419,-4.146496911106858
420,-4.146380824338125
421,-4.1650482923534655
422,-4.171903668941775
423,-4.150144764764328
424,-4.14013264105619
425,-4.137431181822199
426,-4.149287839841991
427,-4.112483022136204
428,-4.151126924651785
429,-4.122290366701461
430,-4.168410069438817
431,-4.138262627252253
432,-4.129974492163344
433,-4.164702274587501
434,-4.169413786264078
435,-4.194587761541597
436,-4.132841487181144
437,-4.139499033981057
438,-4.170731152184141
439,-4.135657302800379
440,-4.146967823467296
441,-4.132034573942123
442,-4.134857905677966
443,-4.170119089911364
444,-4.122956991348193
445,-4.131260130141327
446,-4.146842468667901
447,-4.147009705311297
448,-4.137604839930649
449,-4.142493529940171
450,-4.095229714846209
451,-4.13594707792738
452,-4.111486753092109
453,-4.095774494386312
454,-4.158327841928223
455,-4.119969921461536
456,-4.147788024777556
457,-4.139274422127591
458,-4.128182449628896
459,-4.145020748477453
460,-4.162514373315185
461,-4.116617958512069
462,-4.136233587096264
463,-4.152374313207039
464,-4.194857884003177
465,-4.13408894868763
466,-4.093172489963802
467,-4.111589948816796
468,-4.130181618154273
469,-4.12603895981904
470,-4.139609258155578
471,-4.119144708809583
472,-4.119812914623332
473,-4.1020283227371
474,-4.142062071110824
475,-4.141785909601427
476,-4.145856569520387
477,-4.115549329093987
478,-4.112601455575124
479,-4.141754770879832
480,-4.146584507512994
481,-4.122342519567004
482,-4.141836754125838
483,-4.134435454641295
484,-4.124567791297276
485,-4.101593980295259
486,-4.103830767493896
487,-4.151070988153374
488,-4.128543548370814
489,-4.079962340504044
490,-4.175283949666863
491,-4.1393625111693435
492,-4.077453967319774
493,-4.160262247481452
494,-4.145431413030066
495,-4.146166616228319
496,-4.1495834700242105
497,-4.161974368058228
498,-4.138599454182414
499,-4.173670338226277
