epoch,time_index,loss
33,21545,0.3562048077583313
65,3348,0.3739299774169922
97,1211,0.36938923597335815
129,27551,0.36341729760169983
161,25591,0.3311449885368347
193,5816,0.3250446319580078
225,10461,0.30924415588378906
258,23570,0.3187147378921509
290,10182,0.31099429726600647
322,7271,0.2966988682746887
355,16893,0.256612092256546
388,16165,0.20129261910915375
420,6996,0.27981552481651306
453,17119,0.28932908177375793
485,23275,0.28242549300193787
517,14279,0.27490708231925964
551,18665,0.2612953782081604
584,22031,0.25417885184288025
617,10121,0.3178331255912781
649,6109,0.28204774856567383
683,23381,0.2238430678844452
715,6283,0.2309134602546692
748,9888,0.27378910779953003
780,23949,0.32897770404815674
812,14875,0.16413362324237823
844,6320,0.179703027009964
876,21965,0.18460093438625336
908,13945,0.24555060267448425
940,205,0.16766269505023956
972,10709,0.1839199662208557
1005,18229,0.18410462141036987
1037,14857,0.19956278800964355
1069,13265,0.13532711565494537
1101,17558,0.18501749634742737
1133,10854,0.20374853909015656
1165,3973,0.1694125533103943
1198,10599,0.16423198580741882
1230,80,0.23990397155284882
1263,6923,0.14450693130493164
1295,21944,0.21606023609638214
1327,4283,0.1610075980424881
1361,2660,0.17216800153255463
1393,14681,0.12250605970621109
1425,101,0.26087987422943115
1457,12634,0.08390875160694122
1489,26284,0.14345307648181915
1521,12231,0.25767430663108826
1554,7454,0.21450607478618622
1588,12176,0.13172182440757751
1620,13653,0.13400200009346008
1653,2510,0.12048177421092987
1685,27990,0.24370770156383514
1717,21996,0.15079955756664276
1749,26116,0.22279579937458038
1782,27657,0.14004886150360107
1816,6718,0.1285909116268158
1848,25251,0.11696705222129822
1880,14585,0.1193641871213913
1912,18437,0.16994380950927734
1944,24667,0.07946544885635376
1976,9195,0.07810802012681961
2008,12848,0.10922549664974213
2040,18011,0.11019289493560791
2073,5962,0.16087818145751953
2105,4723,0.0841980129480362
2137,5301,0.11000046133995056
2170,22522,0.09554543346166611
2202,17740,0.10526914149522781
2234,17843,0.15771068632602692
2266,27028,0.07379426062107086
2299,5523,0.13965173065662384
2331,11842,0.10749242454767227
2363,59,0.1391778141260147
2395,11426,0.14887604117393494
2428,9781,0.14299045503139496
2461,1967,0.0803583487868309
2493,2520,0.05172623321413994
2525,3648,0.15208938717842102
2557,14580,0.09929918497800827
2589,14352,0.09523387998342514
2621,1397,0.1047612652182579
2653,8720,0.13815201818943024
2685,19581,0.08937901258468628
2717,9120,0.1152132898569107
2751,17644,0.20516979694366455
2785,18718,0.16041764616966248
2817,8172,0.11916948854923248
2850,21071,0.08562246710062027
2883,1414,0.10949449241161346
2915,21833,0.15778246521949768
2947,7708,0.15629109740257263
2979,17587,0.08775771409273148
